Element,Item,Year,Unit,Consumption Value,Import Quantity Value,Export Quantity Value,Population
Tourist consumption,Sweet corn frozen,2015,tonnes,,,,
Tourist consumption,Sweet corn frozen,2016,tonnes,,,,
Tourist consumption,Sweet corn prep or preserved,2010,tonnes,0,,,
Tourist consumption,Sweet corn prep or preserved,2011,tonnes,0,,,
Tourist consumption,Sweet corn prep or preserved,2012,tonnes,0,,,
Tourist consumption,Sweet corn prep or preserved,2013,tonnes,0,,,
Tourist consumption,Sweet corn prep or preserved,2014,tonnes,,,,
Tourist consumption,Sweet corn prep or preserved,2015,tonnes,,,,
Tourist consumption,Sweet corn prep or preserved,2016,tonnes,,,,
Feed,Sweet potatoes,2010,tonnes,40126,,,
Feed,Sweet potatoes,2011,tonnes,41513,,,
Feed,Sweet potatoes,2012,tonnes,48379,,,
Feed,Sweet potatoes,2013,tonnes,59783,,,
Feed,Sweet potatoes,2014,tonnes,77152,,,
Feed,Sweet potatoes,2015,tonnes,126412,,,
Feed,Sweet potatoes,2016,tonnes,142858,,,
Feed,Sweet potatoes,2017,tonnes,142242,,,
Feed,Sweet potatoes,2018,tonnes,136342,,,
Feed,Sweet potatoes,2019,tonnes,125568,,,
Tourist consumption,Tallow,2010,tonnes,0,,,
Tourist consumption,Tallow,2011,tonnes,0,,,
Tourist consumption,Tallow,2012,tonnes,0,,,
Tourist consumption,Tallow,2013,tonnes,0,,,
Tourist consumption,Tallow,2014,tonnes,,,,
Tourist consumption,Tallow,2015,tonnes,,,,
Tourist consumption,Tallow,2016,tonnes,,,,
Tourist consumption,"Tangerines, mandarins, clementines, satsumas",2010,tonnes,0,,,
Tourist consumption,"Tangerines, mandarins, clementines, satsumas",2011,tonnes,0,,,
Tourist consumption,"Tangerines, mandarins, clementines, satsumas",2012,tonnes,0,,,
Tourist consumption,"Tangerines, mandarins, clementines, satsumas",2013,tonnes,0,,,
Tourist consumption,"Tangerines, mandarins, clementines, satsumas",2014,tonnes,,,,
Tourist consumption,"Tangerines, mandarins, clementines, satsumas",2015,tonnes,,,,
Tourist consumption,"Tangerines, mandarins, clementines, satsumas",2016,tonnes,,,,
Feed,Taro (cocoyam),2014,tonnes,18,,,
Feed,Taro (cocoyam),2015,tonnes,8,,,
Feed,Taro (cocoyam),2016,tonnes,15,,,
Feed,Taro (cocoyam),2017,tonnes,18,,,
Feed,Taro (cocoyam),2018,tonnes,1,,,
Feed,Taro (cocoyam),2019,tonnes,32,,,
Tourist consumption,Taro (cocoyam),2010,tonnes,0,,,
Tourist consumption,Taro (cocoyam),2011,tonnes,0,,,
Tourist consumption,Taro (cocoyam),2012,tonnes,0,,,
Tourist consumption,Taro (cocoyam),2013,tonnes,0,,,
Tourist consumption,Taro (cocoyam),2014,tonnes,,,,
Tourist consumption,Taro (cocoyam),2015,tonnes,,,,
Tourist consumption,Taro (cocoyam),2016,tonnes,,,,
Tourist consumption,Tea,2010,tonnes,0,,,
Tourist consumption,Tea,2011,tonnes,0,,,
Tourist consumption,Tea,2012,tonnes,0,,,
Tourist consumption,Tea,2013,tonnes,0,,,
Tourist consumption,Tea,2014,tonnes,,,,
Tourist consumption,Tea,2015,tonnes,,,,
Tourist consumption,Tea,2016,tonnes,,,,
Tourist consumption,"Tea, mate extracts",2010,tonnes,0,,,
Tourist consumption,"Tea, mate extracts",2011,tonnes,0,,,
Tourist consumption,"Tea, mate extracts",2012,tonnes,0,,,
Tourist consumption,"Tea, mate extracts",2013,tonnes,0,,,
Tourist consumption,"Tea, mate extracts",2014,tonnes,,,,
Tourist consumption,"Tea, mate extracts",2015,tonnes,,,,
Tourist consumption,"Tea, mate extracts",2016,tonnes,,,,
Tourist consumption,Tomatoes,2010,tonnes,0,,,
Tourist consumption,Tomatoes,2011,tonnes,0,,,
Tourist consumption,Tomatoes,2012,tonnes,0,,,
Tourist consumption,Tomatoes,2013,tonnes,0,,,
Tourist consumption,Tomatoes,2014,tonnes,,,,
Tourist consumption,Tomatoes,2015,tonnes,,,,
Tourist consumption,Tomatoes,2016,tonnes,,,,
Tourist consumption,"Tomatoes, paste",2010,tonnes,0,,,
Tourist consumption,"Tomatoes, paste",2011,tonnes,0,,,
Tourist consumption,"Tomatoes, paste",2012,tonnes,0,,,
Tourist consumption,"Tomatoes, paste",2013,tonnes,0,,,
Tourist consumption,"Tomatoes, paste",2014,tonnes,,,,
Tourist consumption,"Tomatoes, paste",2015,tonnes,,,,
Tourist consumption,"Tomatoes, paste",2016,tonnes,,,,
Tourist consumption,"Tomatoes, peeled",2010,tonnes,0,,,
Tourist consumption,"Tomatoes, peeled",2011,tonnes,0,,,
Tourist consumption,"Tomatoes, peeled",2012,tonnes,0,,,
Tourist consumption,"Tomatoes, peeled",2013,tonnes,0,,,
Tourist consumption,"Tomatoes, peeled",2014,tonnes,,,,
Tourist consumption,"Tomatoes, peeled",2015,tonnes,,,,
Tourist consumption,"Tomatoes, peeled",2016,tonnes,,,,
Feed,Triticale,2010,tonnes,68977,,,
Feed,Triticale,2011,tonnes,58965,,,
Feed,Triticale,2012,tonnes,47958,,,
Feed,Triticale,2013,tonnes,44089,,,
Feed,Triticale,2014,tonnes,48939,,,
Feed,Triticale,2015,tonnes,42065,,,
Feed,Triticale,2016,tonnes,42111,,,
Feed,Triticale,2017,tonnes,43714,,,
Feed,Triticale,2018,tonnes,40859,,,
Feed,Triticale,2019,tonnes,55994,,,
Tourist consumption,Vanilla,2010,tonnes,0,,,
Tourist consumption,Vanilla,2011,tonnes,0,,,
Tourist consumption,Vanilla,2012,tonnes,0,,,
Tourist consumption,Vanilla,2013,tonnes,0,,,
Tourist consumption,Vanilla,2014,tonnes,,,,
Tourist consumption,Vanilla,2015,tonnes,,,,
Tourist consumption,Vanilla,2016,tonnes,,,,
Tourist consumption,Vegetables in vinegar,2010,tonnes,0,,,
Tourist consumption,Vegetables in vinegar,2011,tonnes,0,,,
Tourist consumption,Vegetables in vinegar,2012,tonnes,0,,,
Tourist consumption,Vegetables in vinegar,2013,tonnes,0,,,
Tourist consumption,Vegetables in vinegar,2014,tonnes,,,,
Tourist consumption,Vegetables in vinegar,2015,tonnes,,,,
Tourist consumption,Vegetables in vinegar,2016,tonnes,,,,
Tourist consumption,"Vegetables, dehydrated",2010,tonnes,0,,,
Tourist consumption,"Vegetables, dehydrated",2011,tonnes,0,,,
Tourist consumption,"Vegetables, dehydrated",2012,tonnes,0,,,
Tourist consumption,"Vegetables, dehydrated",2013,tonnes,0,,,
Tourist consumption,"Vegetables, dehydrated",2014,tonnes,,,,
Tourist consumption,"Vegetables, dehydrated",2015,tonnes,,,,
Tourist consumption,"Vegetables, dehydrated",2016,tonnes,,,,
Feed,"Vegetables, fresh nes",2010,tonnes,58805,,,
Feed,"Vegetables, fresh nes",2011,tonnes,97215,,,
Feed,"Vegetables, fresh nes",2012,tonnes,80782,,,
Feed,"Vegetables, fresh nes",2013,tonnes,85018,,,
Feed,"Vegetables, fresh nes",2014,tonnes,106006,,,
Feed,"Vegetables, fresh nes",2015,tonnes,56953,,,
Feed,"Vegetables, fresh nes",2016,tonnes,61039,,,
Feed,"Vegetables, fresh nes",2017,tonnes,63646,,,
Feed,"Vegetables, fresh nes",2018,tonnes,56076,,,
Feed,"Vegetables, fresh nes",2019,tonnes,52593,,,
Tourist consumption,"Vegetables, fresh nes",2010,tonnes,0,,,
Tourist consumption,"Vegetables, fresh nes",2011,tonnes,0,,,
Tourist consumption,"Vegetables, fresh nes",2012,tonnes,0,,,
Tourist consumption,"Vegetables, fresh nes",2013,tonnes,0,,,
Tourist consumption,"Vegetables, fresh nes",2014,tonnes,,,,
Tourist consumption,"Vegetables, fresh nes",2015,tonnes,,,,
Tourist consumption,"Vegetables, fresh nes",2016,tonnes,,,,
Feed,"Vegetables, fresh or dried products nes",2014,tonnes,0,,,
Feed,"Vegetables, fresh or dried products nes",2015,tonnes,81,,,
Feed,"Vegetables, fresh or dried products nes",2016,tonnes,0,,,
Feed,"Vegetables, fresh or dried products nes",2017,tonnes,0,,,
Feed,"Vegetables, fresh or dried products nes",2018,tonnes,175,,,
Feed,"Vegetables, fresh or dried products nes",2019,tonnes,102,,,
Tourist consumption,"Vegetables, fresh or dried products nes",2010,tonnes,0,,,
Tourist consumption,"Vegetables, fresh or dried products nes",2011,tonnes,0,,,
Tourist consumption,"Vegetables, fresh or dried products nes",2012,tonnes,0,,,
Tourist consumption,"Vegetables, fresh or dried products nes",2013,tonnes,0,,,
Tourist consumption,"Vegetables, fresh or dried products nes",2014,tonnes,,,,
Tourist consumption,"Vegetables, fresh or dried products nes",2015,tonnes,,,,
Tourist consumption,"Vegetables, fresh or dried products nes",2016,tonnes,,,,
Tourist consumption,"Vegetables, frozen",2010,tonnes,0,,,
Tourist consumption,"Vegetables, frozen",2011,tonnes,0,,,
Tourist consumption,"Vegetables, frozen",2012,tonnes,0,,,
Tourist consumption,"Vegetables, frozen",2013,tonnes,0,,,
Tourist consumption,"Vegetables, frozen",2014,tonnes,,,,
Tourist consumption,"Vegetables, frozen",2015,tonnes,,,,
Tourist consumption,"Vegetables, frozen",2016,tonnes,,,,
Tourist consumption,"Vegetables, homogenized preparations",2010,tonnes,0,,,
Tourist consumption,"Vegetables, homogenized preparations",2011,tonnes,0,,,
Tourist consumption,"Vegetables, homogenized preparations",2012,tonnes,0,,,
Tourist consumption,"Vegetables, homogenized preparations",2013,tonnes,0,,,
Tourist consumption,"Vegetables, homogenized preparations",2014,tonnes,,,,
Tourist consumption,"Vegetables, homogenized preparations",2015,tonnes,,,,
Tourist consumption,"Vegetables, homogenized preparations",2016,tonnes,,,,
Tourist consumption,"Vegetables, leguminous nes",2010,tonnes,0,,,
Tourist consumption,"Vegetables, leguminous nes",2011,tonnes,0,,,
Tourist consumption,"Vegetables, leguminous nes",2012,tonnes,0,,,
Tourist consumption,"Vegetables, leguminous nes",2013,tonnes,0,,,
Tourist consumption,"Vegetables, leguminous nes",2014,tonnes,,,,
Tourist consumption,"Vegetables, leguminous nes",2015,tonnes,,,,
Tourist consumption,"Vegetables, leguminous nes",2016,tonnes,,,,
Tourist consumption,"Vegetables, preserved nes",2010,tonnes,0,,,
Tourist consumption,"Vegetables, preserved nes",2011,tonnes,0,,,
Tourist consumption,"Vegetables, preserved nes",2012,tonnes,0,,,
Tourist consumption,"Vegetables, preserved nes",2013,tonnes,0,,,
Tourist consumption,"Vegetables, preserved nes",2014,tonnes,,,,
Tourist consumption,"Vegetables, preserved nes",2015,tonnes,,,,
Tourist consumption,"Vegetables, preserved nes",2016,tonnes,,,,
Tourist consumption,"Vegetables, preserved, frozen",2010,tonnes,0,,,
Tourist consumption,"Vegetables, preserved, frozen",2011,tonnes,0,,,
Tourist consumption,"Vegetables, preserved, frozen",2012,tonnes,0,,,
Tourist consumption,"Vegetables, preserved, frozen",2013,tonnes,0,,,
Tourist consumption,"Vegetables, preserved, frozen",2014,tonnes,,,,
Tourist consumption,"Vegetables, preserved, frozen",2015,tonnes,,,,
Tourist consumption,"Vegetables, preserved, frozen",2016,tonnes,,,,
Tourist consumption,"Vegetables, temporarily preserved",2010,tonnes,0,,,
Tourist consumption,"Vegetables, temporarily preserved",2011,tonnes,0,,,
Tourist consumption,"Vegetables, temporarily preserved",2012,tonnes,0,,,
Tourist consumption,"Vegetables, temporarily preserved",2013,tonnes,0,,,
Tourist consumption,"Vegetables, temporarily preserved",2014,tonnes,,,,
Tourist consumption,"Vegetables, temporarily preserved",2015,tonnes,,,,
Tourist consumption,"Vegetables, temporarily preserved",2016,tonnes,,,,
Tourist consumption,Vermouths & similar,2010,tonnes,0,,,
Tourist consumption,Vermouths & similar,2011,tonnes,0,,,
Tourist consumption,Vermouths & similar,2012,tonnes,0,,,
Tourist consumption,Vermouths & similar,2013,tonnes,0,,,
Tourist consumption,Vermouths & similar,2014,tonnes,,,,
Tourist consumption,Vermouths & similar,2015,tonnes,,,,
Tourist consumption,Vermouths & similar,2016,tonnes,,,,
Tourist consumption,Wafers,2010,tonnes,0,,,
Tourist consumption,Wafers,2011,tonnes,0,,,
Tourist consumption,Wafers,2012,tonnes,0,,,
Tourist consumption,Wafers,2013,tonnes,0,,,
Tourist consumption,Wafers,2014,tonnes,,,,
Tourist consumption,Wafers,2015,tonnes,,,,
Tourist consumption,Wafers,2016,tonnes,,,,
Tourist consumption,"Walnuts, shelled",2010,tonnes,0,,,
Tourist consumption,"Walnuts, shelled",2011,tonnes,0,,,
Tourist consumption,"Walnuts, shelled",2012,tonnes,0,,,
Tourist consumption,"Walnuts, shelled",2013,tonnes,0,,,
Tourist consumption,"Walnuts, shelled",2014,tonnes,,,,
Tourist consumption,"Walnuts, shelled",2015,tonnes,,,,
Tourist consumption,"Walnuts, shelled",2016,tonnes,,,,
Tourist consumption,"Walnuts, with shell",2010,tonnes,0,,,
Tourist consumption,"Walnuts, with shell",2011,tonnes,0,,,
Tourist consumption,"Walnuts, with shell",2012,tonnes,0,,,
Tourist consumption,"Walnuts, with shell",2013,tonnes,0,,,
Tourist consumption,"Walnuts, with shell",2014,tonnes,,,,
Tourist consumption,"Walnuts, with shell",2015,tonnes,,,,
Tourist consumption,"Walnuts, with shell",2016,tonnes,,,,
Tourist consumption,Watermelons,2010,tonnes,0,,,
Tourist consumption,Watermelons,2011,tonnes,0,,,
Tourist consumption,Watermelons,2012,tonnes,0,,,
Tourist consumption,Watermelons,2013,tonnes,0,,,
Tourist consumption,Watermelons,2014,tonnes,,,,
Tourist consumption,Watermelons,2015,tonnes,,,,
Tourist consumption,Watermelons,2016,tonnes,,,,
Feed,Wheat,2010,tonnes,6389000,1110861,3674553,62766365
Feed,Wheat,2011,tonnes,6268000,901511,3645254,63258810
Feed,Wheat,2012,tonnes,6807000,1784946,4213126,63700215
Feed,Wheat,2013,tonnes,6632000,2963404,2853089,64128273
Feed,Wheat,2014,tonnes,6610000,1815285,3526823,64602298
Feed,Wheat,2015,tonnes,7075000,1537799,1626114,65116219
Feed,Wheat,2016,tonnes,7270000,1472283,1624012,65611593
Feed,Wheat,2017,tonnes,7347000,1868861,3657581,66058859
Feed,Wheat,2018,tonnes,7667000,2148066,2523344,66460344
Feed,Wheat,2019,tonnes,7359000,1210184,2494775,66836327
Feed,"Whey, cheese",2014,tonnes,,2133002,2116509,67215293
Feed,"Whey, cheese",2015,tonnes,,,,
Feed,"Whey, cheese",2016,tonnes,,,,
Tourist consumption,"Whey, cheese",2010,tonnes,0,,,
Tourist consumption,"Whey, cheese",2011,tonnes,0,,,
Tourist consumption,"Whey, cheese",2012,tonnes,0,,,
Tourist consumption,"Whey, cheese",2013,tonnes,0,,,
Tourist consumption,"Whey, cheese",2014,tonnes,,,,
Tourist consumption,"Whey, cheese",2015,tonnes,,,,
Tourist consumption,"Whey, cheese",2016,tonnes,,,,
Feed,"Whey, condensed",2010,tonnes,692,,,
Feed,"Whey, condensed",2011,tonnes,750,,,
Feed,"Whey, condensed",2012,tonnes,660,,,
Feed,"Whey, condensed",2013,tonnes,514,,,
Feed,"Whey, condensed",2014,tonnes,1956,,,
Feed,"Whey, condensed",2015,tonnes,2501,,,
Feed,"Whey, condensed",2016,tonnes,1973,,,
Feed,"Whey, condensed",2017,tonnes,1664,,,
Feed,"Whey, condensed",2018,tonnes,1255,,,
Feed,"Whey, condensed",2019,tonnes,525,,,
Tourist consumption,"Whey, condensed",2010,tonnes,0,,,
Tourist consumption,"Whey, condensed",2011,tonnes,0,,,
Tourist consumption,"Whey, condensed",2012,tonnes,0,,,
Tourist consumption,"Whey, condensed",2013,tonnes,0,,,
Tourist consumption,"Whey, condensed",2014,tonnes,,,,
Tourist consumption,"Whey, condensed",2015,tonnes,,,,
Tourist consumption,"Whey, condensed",2016,tonnes,,,,
Feed,"Whey, dry",2010,tonnes,61591,,,
Feed,"Whey, dry",2011,tonnes,49724,,,
Feed,"Whey, dry",2012,tonnes,48798,,,
Feed,"Whey, dry",2013,tonnes,46971,,,
Feed,"Whey, dry",2014,tonnes,33698,,,
Feed,"Whey, dry",2015,tonnes,68142,,,
Feed,"Whey, dry",2016,tonnes,98339,,,
Feed,"Whey, dry",2017,tonnes,83139,,,
Feed,"Whey, dry",2018,tonnes,93649,,,
Feed,"Whey, dry",2019,tonnes,71960,,,
Feed,"Whey, fresh",2010,tonnes,1458360,,,
Feed,"Whey, fresh",2011,tonnes,1567840,,,
Feed,"Whey, fresh",2012,tonnes,1653800,,,
Feed,"Whey, fresh",2013,tonnes,1560640,,,
Feed,"Whey, fresh",2014,tonnes,1646787,,,
Feed,"Whey, fresh",2015,tonnes,1748609,,,
Feed,"Whey, fresh",2016,tonnes,1693278,,,
Feed,"Whey, fresh",2017,tonnes,1674211,,,
Feed,"Whey, fresh",2018,tonnes,1905012,,,
Feed,"Whey, fresh",2019,tonnes,1862439,,,
Tourist consumption,Wine,2010,tonnes,0,,,
Tourist consumption,Wine,2011,tonnes,0,,,
Tourist consumption,Wine,2012,tonnes,0,,,
Tourist consumption,Wine,2013,tonnes,0,,,
Tourist consumption,Wine,2014,tonnes,,,,
Tourist consumption,Wine,2015,tonnes,,,,
Tourist consumption,Wine,2016,tonnes,,,,
Feed,Yams,2014,tonnes,99,,,
Feed,Yams,2015,tonnes,90,,,
Feed,Yams,2016,tonnes,92,,,
Feed,Yams,2017,tonnes,105,,,
Feed,Yams,2018,tonnes,3,,,
Feed,Yams,2019,tonnes,99,,,
Tourist consumption,Yams,2010,tonnes,0,,,
Tourist consumption,Yams,2011,tonnes,0,,,
Tourist consumption,Yams,2012,tonnes,0,,,
Tourist consumption,Yams,2013,tonnes,0,,,
Tourist consumption,Yams,2014,tonnes,,,,
Tourist consumption,Yams,2015,tonnes,,,,
Tourist consumption,Yams,2016,tonnes,,,,
Feed,Yautia (cocoyam),2014,tonnes,0,,,
Feed,Yautia (cocoyam),2015,tonnes,2,,,
Feed,Yautia (cocoyam),2016,tonnes,1,,,
Feed,Yautia (cocoyam),2017,tonnes,1,,,
Feed,Yautia (cocoyam),2018,tonnes,1,,,
Feed,Yautia (cocoyam),2019,tonnes,1,,,
Tourist consumption,Yautia (cocoyam),2010,tonnes,0,,,
Tourist consumption,Yautia (cocoyam),2011,tonnes,0,,,
Tourist consumption,Yautia (cocoyam),2012,tonnes,0,,,
Tourist consumption,Yautia (cocoyam),2013,tonnes,0,,,
Tourist consumption,Yautia (cocoyam),2014,tonnes,,,,
Tourist consumption,Yautia (cocoyam),2015,tonnes,,,,
Tourist consumption,Yautia (cocoyam),2016,tonnes,,,,
Feed,Yoghurt,2014,tonnes,,,,
Feed,Yoghurt,2015,tonnes,,,,
Feed,Yoghurt,2016,tonnes,,,,
Tourist consumption,Yoghurt,2010,tonnes,0,,,
Tourist consumption,Yoghurt,2011,tonnes,0,,,
Tourist consumption,Yoghurt,2012,tonnes,0,,,
Tourist consumption,Yoghurt,2013,tonnes,0,,,
Tourist consumption,Yoghurt,2014,tonnes,,,,
Tourist consumption,Yoghurt,2015,tonnes,,,,
Tourist consumption,Yoghurt,2016,tonnes,,,,
Tourist consumption,"Yoghurt, concentrated or not",2010,tonnes,0,,,
Tourist consumption,"Yoghurt, concentrated or not",2011,tonnes,0,,,
Tourist consumption,"Yoghurt, concentrated or not",2012,tonnes,0,,,
Tourist consumption,"Yoghurt, concentrated or not",2013,tonnes,0,,,
Tourist consumption,"Yoghurt, concentrated or not",2014,tonnes,,,,
Tourist consumption,"Yoghurt, concentrated or not",2015,tonnes,,,,
Tourist consumption,"Yoghurt, concentrated or not",2016,tonnes,,,,
Feed,Wheat,2020,tonnes,7278000,2133002,2116509,67215293
