Element,Item,Year,Production Unit,Production Value,Area Harvested Unit,Area Harvested Value,Year,Import Value Unit,Import Value,Import Quantity Unit,Import Quantity Value,Export Quantity Unit,Export Quantity Value,Export Value Unit ,Export value,Population,Temperature Unit,Temperature,Rainfall
Production,"Onions, dry",1977,tonnes,305800,ha,8700,1977,1000 US$,42714,tonnes,182801,tonnes,980,1000 US$,1175,56193492,°C,8.27,
Production,"Onions, dry",1978,tonnes,230500,ha,7700,1978,1000 US$,35426,tonnes,183534,tonnes,765,1000 US$,970,56196504,°C,8.23,
Production,"Onions, dry",1979,tonnes,213800,ha,6500,1979,1000 US$,50094,tonnes,189974,tonnes,820,1000 US$,1659,56246951,°C,7.59,
Production,"Onions, dry",1980,tonnes,224800,ha,7000,1980,1000 US$,73109,tonnes,200764,tonnes,928,1000 US$,4333,56314216,°C,8.26,
Production,"Onions, dry",1981,tonnes,230000,ha,7300,1981,1000 US$,60885,tonnes,200694,tonnes,1107,1000 US$,2172,56333829,°C,8.1,
Production,"Onions, dry",1982,tonnes,231300,ha,6273,1982,1000 US$,31618,tonnes,179294,tonnes,1013,1000 US$,2425,56313641,°C,8.66,
Production,"Onions, dry",1983,tonnes,174600,ha,6472,1983,1000 US$,33217,tonnes,197927,tonnes,948,1000 US$,1926,56332848,°C,8.83,
Production,"Onions, dry",1984,tonnes,237947,ha,6618,1984,1000 US$,50420,tonnes,210202,tonnes,62965.22937,1000 US$,3951,56422072,°C,8.57,
Production,"Onions, dry",1985,tonnes,267495,ha,8364,1985,1000 US$,28893,tonnes,228404,tonnes,62965.22937,1000 US$,2719,56550268,°C,7.78,
Production,"Onions, dry",1986,tonnes,247424,ha,7439,1986,1000 US$,33706,tonnes,215420,tonnes,62965.22937,1000 US$,2617,56681396,°C,7.67,
Production,"Onions, dry",1987,tonnes,286500,ha,7353,1987,1000 US$,59393,tonnes,237935,tonnes,62965.22937,1000 US$,3464,56802050,°C,7.99,
Production,"Onions, dry",1988,tonnes,298900,ha,7879,1988,1000 US$,49083,tonnes,220248,tonnes,62965.22937,1000 US$,2535,56928327,°C,8.73,
Production,"Onions, dry",1989,tonnes,225189,ha,7008,1989,1000 US$,55888,tonnes,238437,tonnes,2548,1000 US$,3137,57076711,°C,9.23,
Production,"Onions, dry",1990,tonnes,241073,ha,7650,1990,1000 US$,83177,tonnes,265066,tonnes,3633,1000 US$,4080,57247586,°C,9.38,
Production,"Onions, dry",1991,tonnes,250641,ha,7325,1991,1000 US$,73346,tonnes,255616,tonnes,4102,1000 US$,3424,57424897,°C,8.54,
Production,"Onions, dry",1992,tonnes,259022,ha,7364,1992,1000 US$,65229,tonnes,216028,tonnes,3582,1000 US$,2576,57580402,°C,8.69,
Production,"Onions, dry",1993,tonnes,346366,ha,7367,1993,1000 US$,51995,tonnes,159120,tonnes,4926,1000 US$,1328,57718614,°C,8.33,
Production,"Onions, dry",1994,tonnes,256929,ha,7185,1994,1000 US$,79103,tonnes,211356,tonnes,11175,1000 US$,2970,57865745,°C,8.89,
Production,"Onions, dry",1995,tonnes,255000,ha,7100,1995,1000 US$,100984,tonnes,234059,tonnes,6313,1000 US$,2797,58019030,°C,9.17,
Production,"Onions, dry",1996,tonnes,284600,ha,9100,1996,1000 US$,60612,tonnes,189385,tonnes,9795,1000 US$,2899,58166950,°C,8.18,
Production,"Onions, dry",1997,tonnes,335900,ha,8800,1997,1000 US$,79047,tonnes,176972,tonnes,9300,1000 US$,2614,58316954,°C,9.41,
Production,"Onions, dry",1998,tonnes,342000,ha,9500,1998,1000 US$,99837,tonnes,193804,tonnes,13535,1000 US$,2939,58487141,°C,9.16,
Production,"Onions, dry",1999,tonnes,391400,ha,9200,1999,1000 US$,67549,tonnes,185107,tonnes,13183,1000 US$,4541,58682466,°C,9.37,
Production,"Onions, dry",2000,tonnes,392700,ha,9100,2000,1000 US$,50557,tonnes,156718,tonnes,12290,1000 US$,2992,58892514,°C,9.1,
Production,"Onions, dry",2001,tonnes,374900,ha,8600,2001,1000 US$,74029,tonnes,231504,tonnes,9971,1000 US$,3199,59119673,°C,8.8,
Production,"Onions, dry",2002,tonnes,283400,ha,8390,2002,1000 US$,95296,tonnes,263379,tonnes,8010,1000 US$,4326,59370479,°C,9.44,
Production,"Onions, dry",2003,tonnes,373600,ha,8480,2003,1000 US$,115765,tonnes,272901,tonnes,13363,1000 US$,5194,59647577,°C,9.47,
Production,"Onions, dry",2004,tonnes,340900,ha,8590,2004,1000 US$,132048,tonnes,276508,tonnes,10210,1000 US$,6258,59987905,°C,9.44,
Production,"Onions, dry",2005,tonnes,413600,ha,8560,2005,1000 US$,117694,tonnes,304265,tonnes,10904,1000 US$,5659,60401206,°C,9.42,
Production,"Onions, dry",2006,tonnes,358800,ha,8236,2006,1000 US$,157645,tonnes,306032,tonnes,7943,1000 US$,5426,60846820,°C,9.7,
Production,"Onions, dry",2007,tonnes,304050,ha,8373,2007,1000 US$,240615,tonnes,362549,tonnes,3551,1000 US$,7930,61322463,°C,9.56,
Production,"Onions, dry",2008,tonnes,349200,ha,8575,2008,1000 US$,210187,tonnes,373728,tonnes,7385,1000 US$,4877,61806995,°C,9.02,
Production,"Onions, dry",2009,tonnes,354900,ha,8850,2009,1000 US$,170635,tonnes,353487,tonnes,5078,1000 US$,4402,62276270,°C,9.14,
Production,"Onions, dry",2010,tonnes,364500,ha,8589,2010,1000 US$,231141,tonnes,361878,tonnes,5539,1000 US$,7658,62766365,°C,7.94,
Production,"Onions, dry",2011,tonnes,328000,ha,9000,2011,1000 US$,231480,tonnes,356748,tonnes,5964,1000 US$,8745,63258810,°C,9.61,
Production,"Onions, dry",2012,tonnes,373606,ha,8859,2012,1000 US$,180920,tonnes,338636,tonnes,5509,1000 US$,6610,63700215,°C,8.74,
Production,"Onions, dry",2013,tonnes,354646,ha,8945,2013,1000 US$,246102,tonnes,434584,tonnes,8803,1000 US$,3969,64128273,°C,8.74,
Production,"Onions, dry",2014,tonnes,373819,ha,9533,2014,1000 US$,198468,tonnes,330546,tonnes,5406,1000 US$,3175,64602298,°C,9.88,
Production,"Onions, dry",2015,tonnes,394219,ha,9159,2015,1000 US$,155571,tonnes,264246,tonnes,4074,1000 US$,4577,65116219,°C,9.18,
Production,"Onions, dry",2016,tonnes,371889,ha,8889,2016,1000 US$,153409,tonnes,255722,tonnes,5284,1000 US$,4927,65611593,°C,9.29,
Production,"Onions, dry",2017,tonnes,379909,ha,8762,2017,1000 US$,132642,tonnes,260339,tonnes,12217,1000 US$,4495,66058859,°C,9.53,
Production,"Onions, dry",2018,tonnes,389116,ha,8779,2018,1000 US$,167875,tonnes,260516,tonnes,7791,1000 US$,5193,66460344,°C,9.45,
Production,"Onions, dry",2019,tonnes,356884,ha,8885,2019,1000 US$,238828,tonnes,358796,tonnes,6745,1000 US$,6436,66836327,°C,9.39,
Production,"Onions, dry",2020,tonnes,396141,ha,9085,2020,1000 US$,190814,tonnes,302326,tonnes,8869,1000 US$,7648,67215293,°C,9.62,
Production,"Onions, shallots, green",1981,tonnes,24700,ha,8000,1981,1000 US$,424,tonnes,680,tonnes,4677,1000 US$,2,56333829,°C,8.1,
Production,"Onions, shallots, green",1982,tonnes,26700,ha,9000,1982,1000 US$,413,tonnes,902,tonnes,6880,1000 US$,11,56313641,°C,8.66,
Production,"Onions, shallots, green",1983,tonnes,25300,ha,8000,1983,1000 US$,1283,tonnes,2992,tonnes,7016,1000 US$,408,56332848,°C,8.83,
Production,"Onions, shallots, green",1984,tonnes,22260,ha,1514,1984,1000 US$,1079,tonnes,2452,tonnes,62965.22937,1000 US$,630,56422072,°C,8.57,
Production,"Onions, shallots, green",1985,tonnes,25060,ha,1831,1985,1000 US$,1266,tonnes,3198,tonnes,62965.22937,1000 US$,337,56550268,°C,7.78,
Production,"Onions, shallots, green",1986,tonnes,29816,ha,2114,1986,1000 US$,1484,tonnes,3115,tonnes,62965.22937,1000 US$,102,56681396,°C,7.67,
Production,"Onions, shallots, green",1987,tonnes,30600,ha,2154,1987,1000 US$,2150,tonnes,3578,tonnes,62965.22937,1000 US$,166,56802050,°C,7.99,
Production,"Onions, shallots, green",1988,tonnes,29600,ha,2114,1988,1000 US$,829,tonnes,1369,tonnes,62965.22937,1000 US$,37,56928327,°C,8.73,
Production,"Onions, shallots, green",1989,tonnes,26951,ha,2139,1989,1000 US$,910,tonnes,1190,tonnes,9,1000 US$,291,57076711,°C,9.23,
Production,"Onions, shallots, green",1990,tonnes,24357,ha,2170,1990,1000 US$,895,tonnes,1184,tonnes,20,1000 US$,199,57247586,°C,9.38,
Production,"Onions, shallots, green",1991,tonnes,27743,ha,2181,1991,1000 US$,890,tonnes,1204,tonnes,13,1000 US$,744,57424897,°C,8.54,
Production,"Onions, shallots, green",1992,tonnes,26579,ha,2085,1992,1000 US$,1180,tonnes,1173,tonnes,44,1000 US$,242,57580402,°C,8.69,
Production,"Onions, shallots, green",1993,tonnes,26982,ha,2125,1993,1000 US$,3689,tonnes,5716,tonnes,10,1000 US$,55,57718614,°C,8.33,
Production,"Onions, shallots, green",1994,tonnes,25641,ha,2034,1994,1000 US$,4535,tonnes,7101,tonnes,1,1000 US$,77,57865745,°C,8.89,
Production,"Onions, shallots, green",1995,tonnes,24000,ha,2000,1995,1000 US$,2613,tonnes,3337,tonnes,1,1000 US$,119,58019030,°C,9.17,
Production,"Onions, shallots, green",1996,tonnes,28000,ha,2700,1996,1000 US$,2936,tonnes,4709,tonnes,51,1000 US$,56,58166950,°C,8.18,
Production,"Onions, shallots, green",1997,tonnes,26200,ha,3000,1997,1000 US$,4183,tonnes,6178,tonnes,1505,1000 US$,37,58316954,°C,9.41,
Production,"Onions, shallots, green",1998,tonnes,25300,ha,2300,1998,1000 US$,6988,tonnes,8733,tonnes,2045,1000 US$,460,58487141,°C,9.16,
Production,"Onions, shallots, green",1999,tonnes,26100,ha,2600,1999,1000 US$,5215,tonnes,10911,tonnes,1192,1000 US$,111,58682466,°C,9.37,
Production,"Onions, shallots, green",2000,tonnes,19000,ha,1900,2000,1000 US$,4287,tonnes,10843,tonnes,297,1000 US$,162,58892514,°C,9.1,
Production,"Onions, shallots, green",2001,tonnes,13300,ha,2000,2001,1000 US$,4304,tonnes,8699,tonnes,437,1000 US$,181,59119673,°C,8.8,
Production,"Onions, shallots, green",2002,tonnes,11300,ha,1800,2002,1000 US$,4718,tonnes,6736,tonnes,83,1000 US$,274,59370479,°C,9.44,
Production,"Onions, shallots, green",2003,tonnes,16400,ha,1990,2003,1000 US$,3851,tonnes,6149,tonnes,1095,1000 US$,184,59647577,°C,9.47,
Production,"Onions, shallots, green",2004,tonnes,14400,ha,1810,2004,1000 US$,7276,tonnes,9103,tonnes,712,1000 US$,207,59987905,°C,9.44,
Production,"Onions, shallots, green",2005,tonnes,24100,ha,2070,2005,1000 US$,10553,tonnes,11371,tonnes,1820,1000 US$,281,60401206,°C,9.42,
Production,"Onions, shallots, green",2006,tonnes,24500,ha,2153,2006,1000 US$,10146,tonnes,10862,tonnes,430,1000 US$,168,60846820,°C,9.7,
Production,"Onions, shallots, green",2007,tonnes,19900,ha,2073,2007,1000 US$,10952,tonnes,9641,tonnes,66,1000 US$,40,61322463,°C,9.56,
Production,"Onions, shallots, green",2008,tonnes,15350,ha,1702,2008,1000 US$,8792,tonnes,5743,tonnes,143,1000 US$,182,61806995,°C,9.02,
Production,"Onions, shallots, green",2009,tonnes,13900,ha,1694,2009,1000 US$,5507,tonnes,5495,tonnes,185,1000 US$,217,62276270,°C,9.14,
Production,"Onions, shallots, green",2010,tonnes,14400,ha,1680,2010,1000 US$,3729,tonnes,3595,tonnes,129,1000 US$,151,62766365,°C,7.94,
Production,"Onions, shallots, green",2011,tonnes,14800,ha,1706,2011,1000 US$,5722,tonnes,4635,tonnes,82,1000 US$,131,63258810,°C,9.61,
Production,"Onions, shallots, green",2012,tonnes,14443,ha,1672,2012,1000 US$,3710,tonnes,2589,tonnes,415,1000 US$,187,63700215,°C,8.74,
Production,"Onions, shallots, green",2013,tonnes,13681,ha,1601,2013,1000 US$,4582,tonnes,2410,tonnes,88,1000 US$,196,64128273,°C,8.74,
Production,"Onions, shallots, green",2014,tonnes,13761,ha,1572,2014,1000 US$,2825,tonnes,2683,tonnes,341,1000 US$,135,64602298,°C,9.88,
Production,"Onions, shallots, green",2015,tonnes,13912,ha,1545,2015,1000 US$,2930,tonnes,3149,tonnes,244,1000 US$,87,65116219,°C,9.18,
Production,"Onions, shallots, green",2016,tonnes,18785,ha,1540,2016,1000 US$,3845,tonnes,3655,tonnes,190,1000 US$,100,65611593,°C,9.29,
Production,"Onions, shallots, green",2017,tonnes,14735,ha,1571,2017,1000 US$,3902,tonnes,4404,tonnes,237,1000 US$,55,66058859,°C,9.53,
Production,"Onions, shallots, green",2018,tonnes,15467,ha,1607,2018,1000 US$,4540,tonnes,5131,tonnes,186,1000 US$,90,66460344,°C,9.45,
Production,"Onions, shallots, green",2019,tonnes,14990,ha,1563,2019,1000 US$,3916,tonnes,3092,tonnes,182,1000 US$,70,66836327,°C,9.39,
Production,"Onions, shallots, green",2020,tonnes,14932,ha,1563,2020,1000 US$,4066,tonnes,4150,tonnes,141,1000 US$,464,67215293,°C,9.62,
Production,Pears,1970,tonnes,76000,ha,5000,1970,1000 US$,14386,tonnes,52146,tonnes,1079,1000 US$,312,55663250,°C,8.31,
Production,Pears,1971,tonnes,73000,ha,5000,1971,1000 US$,15813,tonnes,54257,tonnes,1367,1000 US$,463,55896223,°C,8.73,
Production,Pears,1972,tonnes,52327,ha,4200,1972,1000 US$,18418,tonnes,55736,tonnes,1235,1000 US$,876,56086065,°C,8.1,
Production,Pears,1973,tonnes,45824,ha,4200,1973,1000 US$,19329,tonnes,50078,tonnes,1308,1000 US$,848,56194527,°C,8.43,
Production,Pears,1974,tonnes,53500,ha,4100,1974,1000 US$,20892,tonnes,48429,tonnes,1931,1000 US$,613,56229974,°C,8.38,
Production,Pears,1975,tonnes,27400,ha,4000,1975,1000 US$,24258,tonnes,50636,tonnes,2943,1000 US$,661,56225800,°C,8.77,
Production,Pears,1976,tonnes,61900,ha,4300,1976,1000 US$,17780,tonnes,47935,tonnes,3337,1000 US$,890,56211968,°C,8.74,
Production,Pears,1977,tonnes,36000,ha,4100,1977,1000 US$,24946,tonnes,48476,tonnes,3557,1000 US$,1470,56193492,°C,8.27,
Production,Pears,1978,tonnes,26600,ha,4000,1978,1000 US$,28118,tonnes,45294,tonnes,3407,1000 US$,2162,56196504,°C,8.23,
Production,Pears,1979,tonnes,72700,ha,5000,1979,1000 US$,29487,tonnes,44949,tonnes,4361,1000 US$,711,56246951,°C,7.59,
Production,Pears,1980,tonnes,43900,ha,4200,1980,1000 US$,44139,tonnes,59704,tonnes,5424,1000 US$,1615,56314216,°C,8.26,
Production,Pears,1981,tonnes,49200,ha,4200,1981,1000 US$,47106,tonnes,77465,tonnes,5601,1000 US$,1489,56333829,°C,8.1,
Production,Pears,1982,tonnes,40400,ha,4200,1982,1000 US$,40928,tonnes,63865,tonnes,6758,1000 US$,1068,56313641,°C,8.66,
Production,Pears,1983,tonnes,54000,ha,4300,1983,1000 US$,43905,tonnes,77502,tonnes,7238,1000 US$,1145,56332848,°C,8.83,
Production,Pears,1984,tonnes,48100,ha,4300,1984,1000 US$,34478,tonnes,65995,tonnes,1190,1000 US$,695,56422072,°C,8.57,
Production,Pears,1985,tonnes,50667,ha,4250,1985,1000 US$,33944,tonnes,69058,tonnes,1610,1000 US$,815,56550268,°C,7.78,
Production,Pears,1986,tonnes,46663,ha,4250,1986,1000 US$,44737,tonnes,64111,tonnes,2582,1000 US$,654,56681396,°C,7.67,
Production,Pears,1987,tonnes,65900,ha,5000,1987,1000 US$,57258,tonnes,76984,tonnes,2021,1000 US$,658,56802050,°C,7.99,
Production,Pears,1988,tonnes,32300,ha,4000,1988,1000 US$,72975,tonnes,91968,tonnes,1193,1000 US$,984,56928327,°C,8.73,
Production,Pears,1989,tonnes,43104,ha,3752,1989,1000 US$,86588,tonnes,97594,tonnes,1321,1000 US$,637,57076711,°C,9.23,
Production,Pears,1990,tonnes,36719,ha,3653,1990,1000 US$,108320,tonnes,97628,tonnes,1932,1000 US$,1986,57247586,°C,9.38,
Production,Pears,1991,tonnes,38123,ha,3597,1991,1000 US$,91608,tonnes,87305,tonnes,2682,1000 US$,2877,57424897,°C,8.54,
Production,Pears,1992,tonnes,25800,ha,3533,1992,1000 US$,115181,tonnes,110246,tonnes,3282,1000 US$,2307,57580402,°C,8.69,
Production,Pears,1993,tonnes,43700,ha,3503,1993,1000 US$,74412,tonnes,97471,tonnes,958,1000 US$,1047,57718614,°C,8.33,
Production,Pears,1994,tonnes,25000,ha,3507,1994,1000 US$,81389,tonnes,103996,tonnes,1968,1000 US$,1096,57865745,°C,8.89,
Production,Pears,1995,tonnes,38400,ha,3500,1995,1000 US$,88964,tonnes,94074,tonnes,1716,1000 US$,1975,58019030,°C,9.17,
Production,Pears,1996,tonnes,40100,ha,2700,1996,1000 US$,81781,tonnes,87069,tonnes,1360,1000 US$,2710,58166950,°C,8.18,
Production,Pears,1997,tonnes,33000,ha,2600,1997,1000 US$,84076,tonnes,96961,tonnes,1641,1000 US$,1611,58316954,°C,9.41,
Production,Pears,1998,tonnes,26300,ha,2500,1998,1000 US$,123388,tonnes,132546,tonnes,1212,1000 US$,2027,58487141,°C,9.16,
Production,Pears,1999,tonnes,22700,ha,2300,1999,1000 US$,106220,tonnes,120511,tonnes,1488,1000 US$,2083,58682466,°C,9.37,
Production,Pears,2000,tonnes,26600,ha,2400,2000,1000 US$,100482,tonnes,124757,tonnes,1106,1000 US$,1981,58892514,°C,9.1,
Production,Pears,2001,tonnes,38500,ha,2330,2001,1000 US$,88854,tonnes,113194,tonnes,762,1000 US$,2692,59119673,°C,8.8,
Production,Pears,2002,tonnes,34200,ha,2040,2002,1000 US$,101387,tonnes,110234,tonnes,1144,1000 US$,3077,59370479,°C,9.44,
Production,Pears,2003,tonnes,29600,ha,1740,2003,1000 US$,121539,tonnes,116769,tonnes,1319,1000 US$,2275,59647577,°C,9.47,
Production,Pears,2004,tonnes,22700,ha,1670,2004,1000 US$,156755,tonnes,139394,tonnes,2533,1000 US$,3001,59987905,°C,9.44,
Production,Pears,2005,tonnes,23400,ha,1670,2005,1000 US$,160759,tonnes,149103,tonnes,3046,1000 US$,2462,60401206,°C,9.42,
Production,Pears,2006,tonnes,28400,ha,1600,2006,1000 US$,150150,tonnes,126081,tonnes,2661,1000 US$,3648,60846820,°C,9.7,
Production,Pears,2007,tonnes,20643,ha,1536,2007,1000 US$,157408,tonnes,128089,tonnes,1609,1000 US$,2663,61322463,°C,9.56,
Production,Pears,2008,tonnes,19800,ha,1472,2008,1000 US$,204074,tonnes,138331,tonnes,1641,1000 US$,1908,61806995,°C,9.02,
Production,Pears,2009,tonnes,20500,ha,1507,2009,1000 US$,159771,tonnes,117241,tonnes,3157,1000 US$,2715,62276270,°C,9.14,
Production,Pears,2010,tonnes,32800,ha,1680,2010,1000 US$,145626,tonnes,130132,tonnes,3659,1000 US$,2536,62766365,°C,7.94,
Production,Pears,2011,tonnes,32240,ha,1579,2011,1000 US$,141100,tonnes,140709,tonnes,1951,1000 US$,1118,63258810,°C,9.61,
Production,Pears,2012,tonnes,25610,ha,1471,2012,1000 US$,136788,tonnes,139889,tonnes,2749,1000 US$,1336,63700215,°C,8.74,
Production,Pears,2013,tonnes,22630,ha,1446,2013,1000 US$,172050,tonnes,148870,tonnes,2555,1000 US$,3269,64128273,°C,8.74,
Production,Pears,2014,tonnes,25880,ha,1448,2014,1000 US$,156351,tonnes,163866,tonnes,2411,1000 US$,1404,64602298,°C,9.88,
Production,Pears,2015,tonnes,26500,ha,1483,2015,1000 US$,140302,tonnes,149880,tonnes,3618,1000 US$,1564,65116219,°C,9.18,
Production,Pears,2016,tonnes,24000,ha,1524,2016,1000 US$,134108,tonnes,152764,tonnes,4021,1000 US$,1594,65611593,°C,9.29,
Production,Pears,2017,tonnes,26625,ha,1539,2017,1000 US$,128087,tonnes,140325,tonnes,3036,1000 US$,2124,66058859,°C,9.53,
Production,Pears,2018,tonnes,26573,ha,1554,2018,1000 US$,125431,tonnes,122909,tonnes,2389,1000 US$,2226,66460344,°C,9.45,
Production,Pears,2019,tonnes,27406,ha,1515,2019,1000 US$,115592,tonnes,110783,tonnes,2367,1000 US$,1655,66836327,°C,9.39,
Production,Pears,2020,tonnes,25011,ha,1470,2020,1000 US$,140655,tonnes,111975,tonnes,3341,1000 US$,2057,67215293,°C,9.62,
Production,"Peas, dry",1970,tonnes,87380,ha,29542,1970,1000 US$,13170,tonnes,65923,tonnes,3069,1000 US$,46044.75774,55663250,°C,8.31,
Production,"Peas, dry",1971,tonnes,73156,ha,24281,1971,1000 US$,10181,tonnes,50107,tonnes,1149,1000 US$,46044.75774,55896223,°C,8.73,
Production,"Peas, dry",1972,tonnes,73156,ha,21853,1972,1000 US$,9868,tonnes,50018,tonnes,1449,1000 US$,46044.75774,56086065,°C,8.1,
Production,"Peas, dry",1973,tonnes,70107,ha,21449,1973,1000 US$,14248,tonnes,51912,tonnes,1828,1000 US$,46044.75774,56194527,°C,8.43,
Production,"Peas, dry",1974,tonnes,96525,ha,27114,1974,1000 US$,20136,tonnes,44355,tonnes,558,1000 US$,46044.75774,56229974,°C,8.38,
Production,"Peas, dry",1975,tonnes,86200,ha,29500,1975,1000 US$,16796,tonnes,38442,tonnes,829,1000 US$,5939,56225800,°C,8.77,
Production,"Peas, dry",1976,tonnes,82300,ha,31400,1976,1000 US$,16370,tonnes,38904,tonnes,2151,1000 US$,4985,56211968,°C,8.74,
Production,"Peas, dry",1977,tonnes,120500,ha,37000,1977,1000 US$,21752,tonnes,50997,tonnes,1308,1000 US$,7812,56193492,°C,8.27,
Production,"Peas, dry",1978,tonnes,102500,ha,36400,1978,1000 US$,17169,tonnes,32807,tonnes,1559,1000 US$,16719,56196504,°C,8.23,
Production,"Peas, dry",1979,tonnes,120900,ha,36400,1979,1000 US$,25733,tonnes,50776,tonnes,1139,1000 US$,16305,56246951,°C,7.59,
Production,"Peas, dry",1980,tonnes,111300,ha,33500,1980,1000 US$,19969,tonnes,35292,tonnes,1582,1000 US$,21276,56314216,°C,8.26,
Production,"Peas, dry",1981,tonnes,87000,ha,28000,1981,1000 US$,21337,tonnes,38298,tonnes,1728,1000 US$,15725,56333829,°C,8.1,
Production,"Peas, dry",1982,tonnes,88000,ha,21000,1982,1000 US$,21247,tonnes,38641,tonnes,1342,1000 US$,10967,56313641,°C,8.66,
Production,"Peas, dry",1983,tonnes,85000,ha,47000,1983,1000 US$,22768,tonnes,45800,tonnes,1858,1000 US$,10829,56332848,°C,8.83,
Production,"Peas, dry",1984,tonnes,170000,ha,56000,1984,1000 US$,18867,tonnes,40004,tonnes,62965.22937,1000 US$,12586,56422072,°C,8.57,
Production,"Peas, dry",1985,tonnes,215000,ha,92000,1985,1000 US$,21518,tonnes,41628,tonnes,62965.22937,1000 US$,20536,56550268,°C,7.78,
Production,"Peas, dry",1986,tonnes,330000,ha,91000,1986,1000 US$,22232,tonnes,42154,tonnes,62965.22937,1000 US$,50465,56681396,°C,7.67,
Production,"Peas, dry",1987,tonnes,310000,ha,116600,1987,1000 US$,21332,tonnes,44110,tonnes,62965.22937,1000 US$,78804,56802050,°C,7.99,
Production,"Peas, dry",1988,tonnes,360000,ha,106600,1988,1000 US$,18039,tonnes,31020,tonnes,62965.22937,1000 US$,29841,56928327,°C,8.73,
Production,"Peas, dry",1989,tonnes,276000,ha,85600,1989,1000 US$,15792,tonnes,25095,tonnes,16390,1000 US$,49324,57076711,°C,9.23,
Production,"Peas, dry",1990,tonnes,320000,ha,76700,1990,1000 US$,16992,tonnes,27095,tonnes,15765,1000 US$,22821,57247586,°C,9.38,
Production,"Peas, dry",1991,tonnes,280000,ha,78000,1991,1000 US$,14491,tonnes,24986,tonnes,25327,1000 US$,31565,57424897,°C,8.54,
Production,"Peas, dry",1992,tonnes,261000,ha,79000,1992,1000 US$,14292,tonnes,25551,tonnes,61191,1000 US$,50259,57580402,°C,8.69,
Production,"Peas, dry",1993,tonnes,332000,ha,81000,1993,1000 US$,10120,tonnes,20757,tonnes,41474,1000 US$,14957,57718614,°C,8.33,
Production,"Peas, dry",1994,tonnes,370000,ha,79000,1994,1000 US$,13850,tonnes,21863,tonnes,50417,1000 US$,13589,57865745,°C,8.89,
Production,"Peas, dry",1995,tonnes,286000,ha,76000,1995,1000 US$,8770,tonnes,13844,tonnes,34623,1000 US$,12325,58019030,°C,9.17,
Production,"Peas, dry",1996,tonnes,240000,ha,79000,1996,1000 US$,8415,tonnes,12799,tonnes,21576,1000 US$,13119,58166950,°C,8.18,
Production,"Peas, dry",1997,tonnes,371000,ha,97800,1997,1000 US$,7628,tonnes,14425,tonnes,22751,1000 US$,18690,58316954,°C,9.41,
Production,"Peas, dry",1998,tonnes,324000,ha,102200,1998,1000 US$,8902,tonnes,11811,tonnes,33949,1000 US$,16696,58487141,°C,9.16,
Production,"Peas, dry",1999,tonnes,355000,ha,89500,1999,1000 US$,10249,tonnes,19346,tonnes,63769,1000 US$,10374,58682466,°C,9.37,
Production,"Peas, dry",2000,tonnes,309000,ha,83600,2000,1000 US$,5248,tonnes,10226,tonnes,146800,1000 US$,9854,58892514,°C,9.1,
Production,"Peas, dry",2001,tonnes,361000,ha,102400,2001,1000 US$,5745,tonnes,14897,tonnes,202940,1000 US$,9474,59119673,°C,8.8,
Production,"Peas, dry",2002,tonnes,292000,ha,85000,2002,1000 US$,11582,tonnes,29107,tonnes,78475,1000 US$,19536,59370479,°C,9.44,
Production,"Peas, dry",2003,tonnes,288000,ha,73500,2003,1000 US$,9374,tonnes,25942,tonnes,152394,1000 US$,17390,59647577,°C,9.47,
Production,"Peas, dry",2004,tonnes,214866,ha,62280,2004,1000 US$,10192,tonnes,19741,tonnes,59822,1000 US$,15297,59987905,°C,9.44,
Production,"Peas, dry",2005,tonnes,161000,ha,43000,2005,1000 US$,16731,tonnes,32397,tonnes,81064,1000 US$,11989,60401206,°C,9.42,
Production,"Peas, dry",2006,tonnes,145000,ha,44000,2006,1000 US$,16538,tonnes,36119,tonnes,115617,1000 US$,11304,60846820,°C,9.7,
Production,"Peas, dry",2007,tonnes,130000,ha,37000,2007,1000 US$,24302,tonnes,49910,tonnes,46799,1000 US$,7606,61322463,°C,9.56,
Production,"Peas, dry",2008,tonnes,91000,ha,29876,2008,1000 US$,37224,tonnes,71010,tonnes,55183,1000 US$,9487,61806995,°C,9.02,
Production,"Peas, dry",2009,tonnes,151200,ha,42000,2009,1000 US$,20304,tonnes,35625,tonnes,47505,1000 US$,15093,62276270,°C,9.14,
Production,"Peas, dry",2010,tonnes,147000,ha,42000,2010,1000 US$,22636,tonnes,44167,tonnes,40327,1000 US$,18435,62766365,°C,7.94,
Production,"Peas, dry",2011,tonnes,123000,ha,30000,2011,1000 US$,22945,tonnes,30375,tonnes,53557,1000 US$,18121,63258810,°C,9.61,
Production,"Peas, dry",2012,tonnes,58000,ha,24000,2012,1000 US$,28240,tonnes,40039,tonnes,51854,1000 US$,26574,63700215,°C,8.74,
Production,"Peas, dry",2013,tonnes,107000,ha,29000,2013,1000 US$,32857,tonnes,52513,tonnes,31388,1000 US$,26298,64128273,°C,8.74,
Production,"Peas, dry",2014,tonnes,128000,ha,32000,2014,1000 US$,26083,tonnes,35369,tonnes,32124,1000 US$,25123,64602298,°C,9.88,
Production,"Peas, dry",2015,tonnes,180400,ha,44000,2015,1000 US$,16748,tonnes,19047,tonnes,35041,1000 US$,20972,65116219,°C,9.18,
